lead_id,contact_name,company_name,industry,company_size,lead_source,job_title,country,region,status,created_date
L10212,Jerry Ramirez,Brightloop Global,Manufacturing,200.0,Trade Show,CEO,Luxembourg,Europe,Contacted,2010-05-28
L10213,Ruben Klomp Jan,Skyforge Labs,Manufacturing,,Referral,CEO,Netherlands,Europe,Converted,2010-05-28
L10214,Cyprian Cywka,Vertexsphere Systems,Manufacturing,30.0,Cold Call,Operations Director,Poland,Europe,New,2010-05-29
L10215,Fedde Verwoert,Pioneerlink Partners,FinServ,290.0,Referral,Operations Director,Netherlands,Europe,Converted,2010-05-30
L10216,Adeniyi Makinwa,VantagePath Enterprises,Retail,75.0,LinkedIn,Marketing Manager,Nigeria,EMEA,New,2010-05-31
L10217,Roger Lejeune,Brighttrail Industries,FinServ,147.0,LinkedIn,VP Sales,Belgium,Europe,Lost,2010-06-01
L10218,مكرّم طوقان,Deltalink Technologies,SaaS,45.0,Cold Call,CEO,Palestine,EMEA,Lost,2010-06-02
L10219,Yusuf de Groot,OrbitShift Networks,FinServ,53.0,Cold Call,Procurement Lead,Netherlands,Europe,New,2010-06-02
L10220,ლევან თოფურია,BlueLink Partners,FinServ,114.0,LinkedIn,IT Manager,Georgia,EMEA,Converted,2010-06-03
L10221,Lisa Hensley,SummitCore Technologies,Healthcare,51.0,Referral,VP Sales,Australia,APAC,Unqualified,2010-06-03
L10222,Michele Williams,Primeify Systems,Education,118.0,Cold Call,Procurement Lead,Luxembourg,Europe,Lost,2010-06-04
L10223,بهار تنزیلی,Primepath Global,Retail,15.0,LinkedIn,Procurement Lead,Iran,EMEA,Lost,2010-06-05
L10224,Sabar Pradipta,BlueTrail Enterprises,Education,16.0,LinkedIn,CEO,Indonesia,APAC,Lost,2010-06-06
L10225,Jackson Fowler,Northstarsphere Industries,Education,38.0,Website,IT Manager,New Zealand,APAC,New,2010-06-07
L10226,Hedvika Macháčková,Lumengrid Group,Retail,69.0,Trade Show,CEO,Czech Republic,Europe,Lost,2010-06-07
L10227,श्री राजेन्द्र मानन्धर,Orbitsphere Labs,Healthcare,7.0,Webinar,IT Manager,Nepal,APAC,Lost,2010-06-08
L10228,Fru Mette Overgaard,SummitWave Enterprises,Education,592.0,Cold Call,Procurement Lead,Denmark,Europe,Lost,2010-06-08
L10229,Nicholas Martin,Brightcore Systems,Retail,87.0,Trade Show,Procurement Lead,Philippines,APAC,Lost,2010-06-09
L10230,William Bowman,VertexWave Industries,Logistics,27.0,Referral,VP Sales,Albania,Europe,Lost,2010-06-09
L10231,Խորեն Խալաֆյան,SummitIfy Enterprises,Retail,39.0,Trade Show,Operations Director,Armenia,EMEA,Lost,2010-06-10
L10232,আসাদ আলি,Primebeam Innovations,Logistics,84.0,Referral,Operations Director,Bangladesh,APAC,Converted,2010-06-11
L10233,Gloria Díaz,Apexgrid Innovations,Manufacturing,413.0,Referral,Procurement Lead,Chile,LATAM,Converted,2010-06-12
L10234,张瑜,DeltaLogic Labs,Manufacturing,227.0,Trade Show,CEO,China,APAC,Lost,2010-06-13
L10235,Τηλέμαχος-Μεθόδιος Γρηγοριάδης,Lumenlink Ventures,Logistics,15.0,LinkedIn,CEO,Greece,Europe,Lost,2010-06-14
L10236,بلقيس الخماش,Primebeam Systems,Logistics,32.0,LinkedIn,Operations Director,Palestine,EMEA,New,2010-06-14
L10237,Максим Корж,Pioneerbeam Global,FinServ,117.0,Referral,VP Sales,Ukraine,Europe,Converted,2010-06-15
L10238,Yrd. Doç. Piran Nevsale Bilgin,BrightWave Partners,Manufacturing,91.0,Webinar,CEO,Turkey,EMEA,Lost,2010-06-15
L10239,אליאן ליאם סרסור,Crestwave Systems,Logistics,158.0,LinkedIn,Procurement Lead,Israel,EMEA,Lost,2010-06-16
L10240,Mrs. Carolyn Finucane,Northstarforge Global,Manufacturing,96.0,Cold Call,Procurement Lead,Ireland,Europe,Lost,2010-06-17
L10241,Jennifer Brown,Silvercove Solutions,Logistics,513.0,Website,IT Manager,Malaysia,APAC,Unqualified,2010-06-17
L10242,Lynne Weston,VertexIfy Industries,Logistics,284.0,Webinar,Procurement Lead,New Zealand,APAC,Lost,2010-06-18
L10243,Tuulikki Seppälä-Aho,PioneerLink Networks,SaaS,256.0,Webinar,VP Sales,Finland,Europe,Converted,2010-06-19
L10244,Охрім Лаба,Vertexforge Innovations,FinServ,112.0,Website,Operations Director,Ukraine,Europe,Converted,2010-06-20
L10245,Benny Johansson,ZenithSphere Solutions,SaaS,1246.0,LinkedIn,Marketing Manager,Sweden,Europe,Lost,2010-06-21
L10246,Abril Lago Valle,Pioneershift Labs,SaaS,34.0,LinkedIn,IT Manager,Peru,LATAM,Contacted,2010-06-22
L10247,Dr. Joshua Ahortor,Vertexsphere Dynamics,SaaS,7.0,Trade Show,Operations Director,Ghana,EMEA,Contacted,2010-06-23
L10248,"Birzniece, Velta",Primegrid Enterprises,SaaS,47.0,Cold Call,Operations Director,Latvia,Europe,Lost,2010-06-24
L10249,Caroline Navez,CobaltForge Partners,FinServ,9.0,Cold Call,Operations Director,Belgium,Europe,Lost,2010-06-24
L10250,Uhban Quadir,BlueGrid Dynamics,Retail,139.0,Website,CEO,Pakistan,APAC,New,2010-06-25
L10251,John Griffiths,Orbitpath Systems,Education,30.0,Webinar,IT Manager,United Kingdom,Europe,Lost,2010-06-25
L10252,Sig. Gino Bevilacqua,SilverCore Technologies,Retail,162.0,Webinar,Operations Director,Italy,Europe,Lost,2010-06-26
L10253,Mihnea Cristea,DeltaLoop Ventures,Education,18.0,Cold Call,Marketing Manager,Romania,Europe,Lost,2010-06-27
L10254,Jonathan Bodson,DeltaIfy Industries,Manufacturing,810.0,Referral,VP Sales,Belgium,Europe,Lost,2010-06-28
L10255,Daniela Feichtinger,Brightforge Dynamics,Logistics,82.0,Referral,Operations Director,Austria,Europe,Lost,2010-06-28
L10256,Мартин Деркач,Novasphere Global,Logistics,64.0,LinkedIn,VP Sales,Ukraine,Europe,Lost,2010-06-29
L10257,Kevin Stratford-Burnett,Apexgate Dynamics,Education,11.0,Webinar,Procurement Lead,New Zealand,APAC,New,2010-06-29
L10258,KH. Omar Pangestu,PioneerLoop Ventures,Retail,456.0,LinkedIn,Operations Director,Indonesia,APAC,Unqualified,2010-06-30
L10259,Jennifer Powers,OrbitGate Networks,Logistics,125.0,Cold Call,Marketing Manager,Luxembourg,Europe,New,2010-06-30
L10260,方冠霖,Orbitpath Enterprises,Retail,125.0,Trade Show,CEO,Taiwan,APAC,New,2010-07-01
L10261,Francisco Javier Barela,Deltapath Ventures,SaaS,79.0,LinkedIn,IT Manager,Mexico,LATAM,Lost,2010-07-02
L10262,Benjamin Nicolas Nuñez Gonzalez,Bluewave Enterprises,Education,84.0,Cold Call,Procurement Lead,Argentina,LATAM,Lost,2010-07-03
L10263,אדל אופיר,PrimeIfy Group,Logistics,555.0,Cold Call,Operations Director,Israel,EMEA,New,2010-07-04
L10264,Jaime Pedro Escobar Ortega,Orbitlogic Partners,Education,130.0,Webinar,CEO,Chile,LATAM,Unqualified,2010-07-05
L10265,Idris Umair,BlueShift Group,Education,52.0,Cold Call,Procurement Lead,Pakistan,APAC,New,2010-07-05
L10266,Cheryl Davis,Orbitshift Group,FinServ,190.0,Cold Call,CEO,Malaysia,APAC,Lost,2010-07-06
L10267,Jeff Owens,ZenithWave Technologies,Education,103.0,LinkedIn,Marketing Manager,Singapore,APAC,Lost,2010-07-07
L10268,Ulu Tunçboğa Şensoy,Cobaltwave Industries,Logistics,166 emp,LinkedIn,CEO,Turkey,EMEA,Converted,2010-07-08
L10269,María Marcela Torres,Vantagesphere Innovations,Healthcare,14.0,Webinar,Marketing Manager,Colombia,LATAM,Contacted,2010-07-09
L10270,Marjatta Takala,DeltaCore Innovations,Healthcare,417.0,Website,VP Sales,Finland,Europe,Unqualified,2010-07-09
L10271,Javier Johnson,OrbitForge Labs,Retail,120.0,Webinar,CEO,Singapore,APAC,Lost,2010-07-10
L10272,Mara Preda,SummitLogic Solutions,Manufacturing,1050.0,Referral,Marketing Manager,Romania,Europe,Contacted,2010-07-11
L10273,Kristina Baldwin,Cobaltshift Global,Healthcare,110.0,Referral,Operations Director,Jordan,EMEA,Converted,2010-07-12
L10274,Hortensia de Sanchez,Northstarloop Innovations,Healthcare,359.0,Referral,Operations Director,Spain,Europe,Converted,2010-07-12
L10275,Sa’diya Aminova,OrbitCore Global,Education,66.0,LinkedIn,VP Sales,Uzbekistan,APAC,Lost,2010-07-13
L10276,Paco Rocamora Nieto,ApexCore Partners,FinServ,288.0,LinkedIn,IT Manager,Venezuela,LATAM,Lost,2010-07-13
L10277,Денница Чупетловска,VertexGate Labs,Logistics,537.0,Trade Show,VP Sales,Bulgaria,Europe,Converted,2010-07-14
L10278,Ceyhun Çorlu,Primecore Global,Education,258.0,Website,Marketing Manager,Turkey,EMEA,Converted,2010-07-15
L10279,Canseven Ergül Akdeniz,OrbitSphere Systems,Education,11.0,Cold Call,Operations Director,Turkey,EMEA,Lost,2010-07-16
L10280,Merethe Clausen,VantageForge Solutions,FinServ,509.0,Cold Call,IT Manager,Denmark,Europe,Lost,2010-07-17
L10281,Světlana Pospíšilová,Vantageloop Networks,Retail,114.0,Referral,Operations Director,Czech Republic,Europe,New,2010-07-18
L10282,Justin Cotter,Lumensphere Enterprises,Manufacturing,6.0,Website,Operations Director,Ireland,Europe,Contacted,2010-07-19
L10283,Eilish McDermod,Cobaltsphere Enterprises,Retail,635.0,LinkedIn,Procurement Lead,Ireland,Europe,Lost,2010-07-19
L10284,Крюкова Ангелина Аскольдовна,Orbitloop Technologies,Manufacturing,17.0,Referral,Procurement Lead,Kazakhstan,APAC,New,2010-07-20
L10285,السيد ذكي آل عواض,Silvershift Group,Retail,88.0,LinkedIn,IT Manager,Saudi Arabia,EMEA,Contacted,2010-07-20
L10286,ศุภาศิล ถนัดการเขียน,VertexTrail Global,FinServ,234.0,Cold Call,Operations Director,Thailand,APAC,Lost,2010-07-21
L10287,Roy Martin,Skysphere Ventures,Manufacturing,89.0,Website,Marketing Manager,Singapore,APAC,New,2010-07-22
L10288,Nenad Steiner,Northstarbeam Networks,Healthcare,146.0,Website,Marketing Manager,Switzerland,Europe,Lost,2010-07-23
L10289,Timothy Wong,SilverLogic Partners,Manufacturing,77.0,Referral,Procurement Lead,Australia,APAC,Converted,2010-07-24
L10290,Mercedes Carlota Hierro Cárdenas,Brightlink Technologies,SaaS,82.0,Trade Show,Procurement Lead,Venezuela,LATAM,Converted,2010-07-25
L10291,Fortunata Lerma Gimenez,NovaShift Global,SaaS,24.0,Trade Show,VP Sales,Peru,LATAM,Lost,2010-07-26
L10292,Sarah Parsons,Pioneersphere Labs,SaaS,161.0,Cold Call,VP Sales,Jordan,EMEA,New,2010-07-27
L10293,Ritva Ryynänen,ApexTrail Dynamics,Retail,,LinkedIn,VP Sales,Finland,Europe,Lost,2010-07-28
L10294,Filippo Berger,Novapath Labs,Retail,61.0,LinkedIn,VP Sales,Switzerland,Europe,New,2010-07-28
L10295,السيد صدّام هاشم,Cobaltsphere Networks,Education,47.0,LinkedIn,Operations Director,Palestine,EMEA,Contacted,2010-07-29
L10296,Jannie Kristoffersen,NorthstarPath Partners,Retail,34.0,Website,Operations Director,Denmark,Europe,Lost,2010-07-30
L10297,pan Adrian Lalak,Summitgate Labs,SaaS,79.0,Cold Call,VP Sales,Poland,Europe,New,2010-07-31
L10298,Olivia Mäkelä,PioneerForge Ventures,Manufacturing,25.0,Website,Operations Director,Finland,Europe,Contacted,2010-08-01
L10299,Jukka Mattila-Korhonen,Vantagepath Group,Healthcare,951 emp,Trade Show,Operations Director,Finland,Europe,Contacted,2010-08-02
L10300,山口 治,Summitbeam Labs,FinServ,93.0,Webinar,Procurement Lead,Japan,APAC,Lost,2010-08-03
L10301,Mr. Aderopo Akinrinola,Nexpath Global,Education,38.0,Webinar,VP Sales,Nigeria,EMEA,Lost,2010-08-04
L10302,안영자,NexShift Ventures,Retail,116.0,LinkedIn,IT Manager,South Korea,APAC,Contacted,2010-08-04
L10303,Akwasi Badu,Blueshift Ventures,Manufacturing,250.0,Trade Show,Operations Director,Ghana,EMEA,Converted,2010-08-05
L10304,মিনা রায়,Zenithify Networks,Education,42.0,Webinar,VP Sales,Bangladesh,APAC,Lost,2010-08-05
L10305,Julia Taylor-Brown,Crestcore Dynamics,Education,47.0,Referral,Marketing Manager,United Kingdom,Europe,Contacted,2010-08-06
L10306,نور الزيتاوي,PioneerBeam Innovations,Education,45.0,LinkedIn,VP Sales,Palestine,EMEA,Contacted,2010-08-06
L10307,Daniel Laine,Cobaltpath Enterprises,Healthcare,1554.0,Webinar,Operations Director,Finland,Europe,New,2010-08-07
L10308,Troy Liu,DeltaCove Labs,Retail,61.0,LinkedIn,Operations Director,Singapore,APAC,New,2010-08-08
L10309,Сидор Вячеславович Селезнев,NovaLogic Industries,FinServ,250.0,Cold Call,CEO,Russia,Europe,Converted,2010-08-09
L10310,遠藤 聡太郎,NovaLoop Innovations,Healthcare,27.0,Referral,CEO,Japan,APAC,New,2010-08-10
L10311,ธีรลักษณ์ ทวนไชย์,Quantumsphere Solutions,FinServ,3621.0,LinkedIn,IT Manager,Thailand,APAC,Lost,2010-08-10
L10312,কেয়া মিঞা,NorthstarBeam Global,Logistics,344.0,Trade Show,Marketing Manager,Bangladesh,APAC,Lost,2010-08-11
L10313,Adelina Raab,Orbitpath Ventures,Education,13.0,Cold Call,CEO,Austria,Europe,Lost,2010-08-12
L10314,مادلين آل العسكري,Cobaltsphere Labs,Education,114.0,Webinar,CEO,Saudi Arabia,EMEA,Converted,2010-08-13
L10315,Milo Martucci,LumenLogic Systems,SaaS,41.0,Referral,IT Manager,Italy,Europe,Contacted,2010-08-14
L10316,David Bradley,BlueWave Dynamics,Retail,24.0,Trade Show,IT Manager,Albania,Europe,Unqualified,2010-08-15
L10317,Bruno Vaz,VertexIfy Labs,Manufacturing,681.0,LinkedIn,Procurement Lead,Portugal,Europe,Lost,2010-08-16
L10318,الآنسة ناهد السيفي,Novatrail Industries,Retail,259.0,Webinar,CEO,United Arab Emirates,EMEA,Converted,2010-08-16
L10319,Vincent Ollivier,OrbitGrid Networks,Manufacturing,31.0,Webinar,Operations Director,France,Europe,New,2010-08-17
L10320,Ing. Jose auch Schlauchin,PrimeGate Group,SaaS,89.0,Webinar,Procurement Lead,Germany,Europe,Converted,2010-08-17
L10321,Г-жа Христилияна Кривошапкова,BrightCove Technologies,SaaS,559 emp,LinkedIn,CEO,Bulgaria,Europe,Lost,2010-08-18
L10322,Sig.ra Lolita Palombi,SilverSphere Ventures,Education,171.0,Trade Show,Operations Director,Italy,Europe,Converted,2010-08-18
L10323,Joseph Martinez,VertexBeam Labs,Healthcare,56.0,Trade Show,CEO,Jordan,EMEA,Converted,2010-08-19
L10324,Anna Alm,Deltagrid Industries,Education,40.0,Referral,Marketing Manager,Sweden,Europe,Converted,2010-08-20
L10325,Sutan Lanjar Prasetya,LumenGrid Partners,Manufacturing,9.0,Website,Marketing Manager,Indonesia,APAC,Lost,2010-08-21
L10326,Рогов Аристарх Давыдович,SummitPath Solutions,Healthcare,278.0,Trade Show,IT Manager,Kazakhstan,APAC,Converted,2010-08-22
L10327,Юлиан Цветков,PioneerPath Systems,SaaS,58.0,Website,CEO,Bulgaria,Europe,Converted,2010-08-23
L10328,Elvis Bite,Quantumpath Industries,FinServ,67.0,LinkedIn,IT Manager,Latvia,Europe,Contacted,2010-08-23
L10329,Michael Lewis,Apexloop Systems,SaaS,41.0,Trade Show,IT Manager,Canada,North America,Lost,2010-08-24
L10330,Porfirio Suárez Herrero,Northstargrid Labs,Education,50.0,Website,CEO,Venezuela,LATAM,New,2010-08-25
L10331,Anne Eide,BrightPath Networks,Manufacturing,95.0,Webinar,Marketing Manager,Norway,Europe,Unqualified,2010-08-26
L10332,رامي كانو,Vantagepath Dynamics,Education,33.0,Referral,Operations Director,Saudi Arabia,EMEA,Lost,2010-08-27
L10333,Rövşanə Şükürlü,NovaTrail Systems,Education,67.0,LinkedIn,Operations Director,Azerbaijan,EMEA,Lost,2010-08-28
L10334,آرتين موسوی,Apexwave Networks,SaaS,30.0,Website,VP Sales,Iran,EMEA,Unqualified,2010-08-29
L10335,راني أبو غليون,Cobaltcore Group,Retail,45.0,Trade Show,Operations Director,Palestine,EMEA,Lost,2010-08-30
L10336,Ola Pedersen,LumenLink Solutions,FinServ,222.0,LinkedIn,Procurement Lead,Sweden,Europe,Lost,2010-08-30
L10337,Edelmiro Feliu Falcón,Crestlink Networks,SaaS,169.0,Website,Operations Director,Peru,LATAM,New,2010-08-31
L10338,김보람,NorthstarSphere Technologies,Education,115.0,LinkedIn,Marketing Manager,South Korea,APAC,Lost,2010-09-01
L10339,Fabiënne Eijkelboom-van Gelder,Apexloop Solutions,FinServ,12.0,Trade Show,VP Sales,Netherlands,Europe,Converted,2010-09-01
L10340,حمزة مرازيق البقوم,Crestcore Partners,Manufacturing,172.0,Website,IT Manager,United Arab Emirates,EMEA,Lost,2010-09-02
L10341,Caleb Sá,Northstarlink Dynamics,Healthcare,45.0,Webinar,VP Sales,Brazil,LATAM,Converted,2010-09-02
L10342,Ռոբերտ Ճալտիկյան,Apexwave Group,FinServ,27.0,Webinar,Procurement Lead,Armenia,EMEA,Unqualified,2010-09-03
L10343,Kirstine Laursen,ZenithBeam Technologies,Logistics,51.0,Trade Show,VP Sales,Denmark,Europe,Converted,2010-09-04
L10344,Yaiza Barral Cózar,CobaltGate Labs,Healthcare,62.0,Cold Call,Marketing Manager,Venezuela,LATAM,Lost,2010-09-05
L10345,Abril Portero Lara,Quantumlogic Innovations,Logistics,22.0,Referral,VP Sales,Peru,LATAM,Lost,2010-09-06
L10346,Laura Lima,NexLogic Systems,SaaS,124.0,Website,VP Sales,Brazil,LATAM,Unqualified,2010-09-07
L10347,Dr. Cordula Hübel B.A.,Bluelogic Innovations,SaaS,75.0,Trade Show,Procurement Lead,Germany,Europe,Lost,2010-09-08
L10348,Natalia Davõdov,Bluecore Labs,Retail,55.0,LinkedIn,Marketing Manager,Estonia,Europe,Lost,2010-09-08
L10349,Maame Amelia Afoakwa,Vantagetrail Enterprises,Logistics,301.0,Webinar,CEO,Ghana,EMEA,Lost,2010-09-09
L10350,山口 桃子,SummitLogic Dynamics,Retail,45.0,Referral,CEO,Japan,APAC,Lost,2010-09-10
L10351,Bandile Mzulwini,PrimeGrid Enterprises,Healthcare,169.0,Website,Operations Director,South Africa,EMEA,Converted,2010-09-11
L10352,Antje Forster,NorthstarTrail Labs,Retail,507.0,LinkedIn,IT Manager,Switzerland,Europe,Contacted,2010-09-12
L10353,Abdulhamid Abubakrov,Northstarcore Partners,FinServ,179.0,LinkedIn,Procurement Lead,Uzbekistan,APAC,Converted,2010-09-13
L10354,Cynthia Wilson,Vertextrail Ventures,SaaS,70.0,Referral,Operations Director,Albania,Europe,Lost,2010-09-14
L10355,Isadora Pacheco,Vertexgate Systems,Retail,110.0,LinkedIn,Marketing Manager,Brazil,LATAM,New,2010-09-14
L10356,Lisa Barnes,ApexWave Labs,Education,100.0,Cold Call,Marketing Manager,Luxembourg,Europe,Lost,2010-09-15
L10357,Kelly Donovan,Vantageshift Technologies,Logistics,161.0,Website,VP Sales,Malta,Europe,Lost,2010-09-16
L10358,Sibusiso Siyeshe,Novabeam Global,Retail,599.0,Referral,VP Sales,South Africa,EMEA,Lost,2010-09-17
L10359,Ερρίκος Κατιρτζής,SkyLoop Partners,Healthcare,134.0,Referral,Marketing Manager,Greece,Europe,Lost,2010-09-17
L10360,Marjana Zakrajšek,Zenithforge Global,Logistics,54.0,Webinar,CEO,Slovenia,Europe,Lost,2010-09-18
L10361,Jenaro Fausto Belmonte Agustí,Apexsphere Industries,Retail,144.0,LinkedIn,Operations Director,Venezuela,LATAM,Lost,2010-09-19
L10362,María Ángeles Cabo Beltrán,Pioneertrail Global,Manufacturing,54.0,LinkedIn,CEO,Venezuela,LATAM,Lost,2010-09-20
L10363,Ismoilov Akbar,Zenithloop Group,SaaS,6.0,Cold Call,CEO,Uzbekistan,APAC,Unqualified,2010-09-20
L10364,Luiz Fernando Azevedo,Novapath Systems,Healthcare,138.0,Trade Show,Operations Director,Brazil,LATAM,Converted,2010-09-21
L10365,Jaclyn Moore,Silversphere Partners,Logistics,380.0,Referral,Procurement Lead,Jordan,EMEA,Lost,2010-09-21
L10366,Michele Carr,Apexcore Group,Education,55.0,Webinar,Operations Director,Egypt,EMEA,New,2010-09-22
L10367,Северин Недялков,CobaltGrid Technologies,FinServ,9.0,LinkedIn,VP Sales,Bulgaria,Europe,Converted,2010-09-23
L10368,Carolina Steffen Brun,CrestCore Enterprises,Manufacturing,59.0,Website,VP Sales,Switzerland,Europe,Converted,2010-09-24
L10369,Ester Kadlecová,Summitlink Global,SaaS,13.0,Webinar,Operations Director,Czech Republic,Europe,Lost,2010-09-24
L10370,رزين المهيدب,NexIfy Labs,FinServ,91.0,Webinar,Procurement Lead,Saudi Arabia,EMEA,Lost,2010-09-25
L10371,Abigail Bird,Quantumforge Industries,SaaS,262.0,Website,Operations Director,United Kingdom,Europe,Lost,2010-09-26
L10372,Lucio Sofia Godoy,PrimeWave Solutions,FinServ,100.0,Webinar,Marketing Manager,Argentina,LATAM,Converted,2010-09-27
L10373,Οδυσσέας Ξανθάκης,QuantumBeam Global,Retail,15.0,Referral,Procurement Lead,Greece,Europe,New,2010-09-27
L10374,Terry Williams,DeltaShift Systems,Education,355.0,Website,Marketing Manager,Malaysia,APAC,Lost,2010-09-28
L10375,Sandra Williams,BlueWave Dynamics,Healthcare,192.0,Cold Call,Procurement Lead,Luxembourg,Europe,Lost,2010-09-29
L10376,بشرى بنو أمية,Nexloop Group,SaaS,1373.0,Trade Show,Procurement Lead,United Arab Emirates,EMEA,New,2010-09-29
L10377,Peter Simmons,Skycove Labs,SaaS,50.0,LinkedIn,Marketing Manager,New Zealand,APAC,New,2010-09-30
L10378,Ronke Adegbite,Bluecove Solutions,Education,146.0,Referral,CEO,Nigeria,EMEA,Lost,2010-09-30
L10379,Adekunle Oyeniyi,PrimeCove Global,SaaS,243.0,Trade Show,Marketing Manager,Nigeria,EMEA,Converted,2010-10-01
L10380,Inga Kochanowicz,NorthstarCove Solutions,Retail,32.0,Trade Show,Marketing Manager,Poland,Europe,Lost,2010-10-02
L10381,Krists Rozīte,Northstargrid Labs,Retail,159.0,Trade Show,Procurement Lead,Latvia,Europe,Lost,2010-10-03
