opportunity_id,lead_id,deal_value,stage,owner,open_date,expected_close_date,actual_close_date
O20290,L10475,9225,Closed-Won,Christopher Tanner,2010-12-20,2011-03-05,2011-03-04
O20291,L10477,2582,Closed-Lost,Richard Best,2010-12-20,2011-01-21,2011-01-25
O20292,L10480,17602,Closed-Lost,Tammy Blackburn,2010-12-23,2011-01-14,2011-02-10
O20293,L10482,1588,Closed-Lost,Alexis Johnson,2011-01-01,2011-03-14,2011-04-01
O20294,L10483,1513,Closed-Lost,Victoria Nguyen,2011-01-10,2011-02-06,2011-02-12
O20295,L10487,699,Closed-Lost,Brooke Martinez,2011-01-11,2011-04-10,2011-04-12
O20296,L10489,24003,Closed-Lost,Veronica Jones,2010-12-27,2011-01-16,2011-02-15
O20297,L10490,41945,Closed-Lost,Jennifer Massey,2010-12-30,2011-02-06,2011-02-08
O20298,L10491,4610,Closed-Lost,Raymond Schaefer,2011-01-05,2011-02-27,2011-03-17
O20299,L10494,17354,Closed-Lost,Laura Scott,2011-01-15,2011-03-14,2011-04-01
O20300,L10495,33801,Closed-Lost,Kevin Garcia,2011-01-08,2011-03-31,2011-04-13
O20301,L10497,69821,Closed-Lost,Tyler Jenkins,2011-01-07,2011-03-06,2011-03-26
O20302,L10498,90787,Closed-Lost,Mckenzie Robinson,2011-01-07,2011-03-10,2011-03-08
O20303,L10500,3428,Closed-Lost,Linda Browning,2011-01-03,2011-02-15,2011-03-04
O20304,L10501,31125,Closed-Won,Marcus Wright,2011-01-15,2011-02-08,2011-02-12
O20305,L10502,21410,Closed-Lost,Heather Bradley,2011-01-14,2011-03-01,2011-03-16
O20306,L10505,53117,Closed-Won,Carl Fisher,2011-01-17,2011-04-01,2011-03-30
O20307,L10506,19400,Closed-Won,Trevor Moore,2011-01-22,2011-04-17,2011-04-29
O20308,L10507,29439,Closed-Lost,Alexandra George,2011-01-07,2011-01-29,2011-02-09
O20309,L10508,11772,Closed-Won,Alexander Wilson,2011-01-25,2011-03-04,2011-03-20
O20310,L10509,3295,Closed-Lost,Leslie Adams,2011-01-09,2011-02-14,2011-03-16
O20311,L10510,36785,Closed-Won,Thomas Wade,2011-01-21,2011-04-02,2011-04-12
O20312,L10514,915,Closed-Lost,Robert Harris,2011-01-25,2011-03-04,2011-03-24
O20313,L10520,9498,Closed-Won,Hannah Houston,2011-01-20,2011-03-08,2011-03-20
O20314,L10521,12917,Closed-Won,Nicole Meadows,2011-01-23,2011-02-13,2011-02-13
O20315,L10523,12925,Closed-Lost,Daniel Jefferson,2011-01-30,2011-04-30,2011-04-27
O20316,L10525,8180,Closed-Won,Anthony Smith,2011-01-19,2011-03-16,2011-03-07
O20317,L10526,12800,Closed-Lost,Peter Doyle,2011-02-05,2011-03-28,2011-03-29
O20318,L10527,4698,Closed-Won,Tracy Reed,2011-02-09,2011-03-26,2011-04-07
O20319,L10529,2384,Closed-Lost,Amanda Hernandez,2011-02-10,2011-04-25,2011-05-19
O20320,L10533,7927,Closed-Lost,James Lee,2011-01-29,2011-03-21,2011-03-25
O20321,L10534,45758,Closed-Lost,David Rodriguez PhD,2011-02-08,2011-03-10,2011-03-30
O20322,L10538,7139,Closed-Lost,Eric Nelson,2011-02-01,2011-04-03,2011-04-28
O20323,L10539,3347,Closed-Won,Joseph Roberts,2011-01-30,2011-04-11,2011-04-11
O20324,L10540,37797,Closed-Won,Sarah Cook,2011-02-06,2011-02-26,2011-03-12
O20325,L10541,105501,Closed-Lost,Betty Johnson,2011-02-16,2011-05-07,2011-05-16
O20326,L10542,7231,Closed-Lost,Mrs. Judith Zimmerman MD,2011-02-20,2011-04-26,2011-05-18
O20327,L10543,15109,Closed-Lost,Jay Mcdowell,2011-02-17,2011-04-04,2011-04-15
O20328,L10546,3752,Closed-Lost,Michael Wright,2011-02-15,2011-03-13,2011-03-27
O20329,L10547,3055,Closed-Won,Ryan Henderson,2011-02-18,2011-04-07,2011-04-10
O20330,L10552,28403,Closed-Won,Jared Scott,2011-02-09,2011-03-14,2011-03-16
O20331,L10555,58936,Closed-Lost,John Huynh,2011-02-26,2011-05-09,2011-05-18
O20332,L10558,4280,Closed-Lost,Wendy Calhoun,2011-02-15,2011-04-28,2011-04-25
O20333,L10561,7751,Closed-Lost,Charles Krueger III,2011-02-23,2011-03-22,2011-03-24
O20334,L10563,2050,Closed-Won,Eric Riley,2011-02-25,2011-03-18,2011-03-20
O20335,L10564,15829,Closed-Lost,Roger Oneill,2011-03-06,2011-05-09,2011-05-28
O20336,L10565,28048,Closed-Lost,Amy Lopez,2011-02-21,2011-05-18,2011-06-03
O20337,L10566,58737,Closed-Lost,Penny Lopez,2011-02-25,2011-03-22,2011-03-19
O20338,L10568,21791,Closed-Won,Krista Nichols,2011-03-02,2011-05-06,2011-05-07
O20339,L10569,32795,Closed-Lost,Robin Williams,2011-03-08,2011-05-24,2011-06-10
O20340,L10570,87037,Closed-Lost,Dakota Anderson,2011-03-03,2011-04-01,2011-04-22
O20341,L10571,8849,Closed-Won,Megan Petersen,2011-02-27,2011-04-30,2011-04-27
O20342,L10572,20679,Closed-Won,Christine Fox,2011-02-24,2011-05-12,2011-05-05
O20343,L10573,34145,Closed-Won,Sandra Butler,2011-02-23,2011-04-13,2011-04-25
O20344,L10574,5757,Closed-Lost,Michael Howe,2011-03-01,2011-04-24,2011-04-25
O20345,L10575,14860,Closed-Lost,Robert Watkins,2011-02-25,2011-04-30,2011-05-27
O20346,L10576,13979,Closed-Lost,Katrina Walker,2011-02-25,2011-04-06,2011-04-13
O20347,L10577,11931,Closed-Won,Christina Raymond,2011-03-09,2011-05-09,2011-05-29
O20348,L10578,23697,Closed-Lost,Lisa Melton,2011-03-15,2011-05-10,2011-06-05
O20349,L10579,17796,Closed-Won,Veronica Thomas,2011-02-28,2011-04-15,2011-05-05
O20350,L10581,33112,Closed-Lost,Brian Conrad,2011-03-01,2011-05-03,2011-05-14
O20351,L10582,14930,Closed-Won,Emily Stewart,2011-03-20,2011-04-28,2011-05-13
O20352,L10585,32330,Closed-Won,Natalie Williams,2011-03-15,2011-06-07,2011-06-27
O20353,L10586,17001,Closed-Lost,Kelly Duncan,2011-03-18,2011-05-12,2011-05-19
O20354,L10587,11841,Closed-Lost,Kimberly Peterson,2011-03-18,2011-04-14,2011-04-20
O20355,L10588,23940,Closed-Lost,Peter Franco,2011-03-12,2011-05-28,2011-06-13
O20356,L10589,56797,Closed-Lost,Mary Rodriguez,2011-03-17,2011-04-26,2011-05-17
O20357,L10590,3369,Closed-Won,Shirley Cannon,2011-03-25,2011-04-16,2011-04-25
O20358,L10592,20569,Closed-Lost,James Davis,2011-03-14,2011-05-08,2011-06-07
O20359,L10593,13433,Closed-Lost,Brian Lewis,2011-03-25,2011-05-30,2011-06-24
O20360,L10594,836,Closed-Lost,Shane Powell,2011-03-17,2011-05-20,2011-05-18
O20361,L10595,2897,Closed-Won,Melissa Williams,2011-03-26,2011-06-11,2011-06-04
O20362,L10596,131870,Closed-Lost,Lisa Robinson,2011-03-27,2011-06-18,2011-06-22
O20363,L10597,1227,Closed-Lost,Michelle Fowler,2011-03-24,2011-06-10,2011-06-24
O20364,L10599,57085,Closed-Won,Christopher Cooper,2011-03-13,2011-04-05,2011-04-01
O20365,L10600,66927,Closed-Lost,Karen Boyd,2011-04-01,2011-04-30,2011-05-30
O20366,L10601,57226,Closed-Lost,Amy Brown,2011-03-24,2011-05-30,2011-06-16
O20367,L10603,4617,Closed-Lost,Patrick Martin,2011-03-30,2011-06-21,2011-07-11
O20368,L10606,2833,Closed-Won,Michelle Gates,2011-04-02,2011-05-10,2011-05-08
O20369,L10608,8873,Closed-Won,Mary Sanders,2011-03-23,2011-06-16,2011-06-23
O20370,L10611,12846,Closed-Won,William Lee,2011-03-31,2011-05-18,2011-05-16
O20371,L10612,17681,Closed-Lost,Amy Flynn,2011-04-10,2011-06-16,2011-06-21
O20372,L10613,37242,Closed-Lost,Ariel Little,2011-04-04,2011-05-14,2011-05-25
O20373,L10616,25567,Closed-Lost,Mitchell Booth,2011-03-26,2011-05-15,2011-05-20
O20374,L10617,8025,Closed-Lost,Richard Moore,2011-04-07,2011-05-01,2011-05-12
O20375,L10619,3283,Closed-Lost,Michael Chambers,2011-04-01,2011-06-02,2011-06-28
O20376,L10622,8938,Closed-Lost,Dana Romero,2011-04-03,2011-06-30,2011-07-14
O20377,L10624,13309,Closed-Won,Lauren Lee,2011-04-12,2011-06-28,2011-07-03
O20378,L10627,9988,Closed-Lost,Dan Medina,2011-04-17,2011-06-24,2011-06-28
O20379,L10628,553,Closed-Lost,Bethany Curtis,2011-04-16,2011-05-20,2011-06-17
O20380,L10629,19317,Closed-Lost,Rick Brandt,2011-04-21,2011-06-20,2011-07-12
O20381,L10630,36974,Closed-Lost,Kristen Nelson,2011-04-09,2011-06-14,2011-06-28
O20382,L10631,16439,Closed-Won,Katherine Smith,2011-04-13,2011-06-24,2011-06-28
O20383,L10632,4520,Closed-Lost,Jennifer Garcia,2011-04-15,2011-05-26,2011-06-09
O20384,L10633,349783,Closed-Lost,Jasmine Gonzalez,2011-04-25,2011-06-21,2011-07-07
O20385,L10635,14010,Closed-Lost,Ronnie Foster,2011-04-13,2011-06-08,2011-06-06
O20386,L10636,17102,Closed-Lost,Patrick Gaines,2011-04-10,2011-05-06,2011-05-29
O20387,L10638,2795,Closed-Won,William Molina,2011-04-11,2011-06-24,2011-07-12
O20388,L10640,4956,Closed-Lost,Carol Schneider,2011-04-17,2011-05-08,2011-05-28
O20389,L10643,30397,Closed-Won,Robert Harper,2011-04-15,2011-05-12,2011-06-01
O20390,L10645,15135,Closed-Lost,Allison Jensen,2011-04-25,2011-07-09,2011-07-31
O20391,L10647,39819,Closed-Won,Brian Levine,2011-04-22,2011-07-03,2011-07-22
O20392,L10648,35817,Closed-Won,David Clark,2011-05-02,2011-05-30,2011-05-28
O20393,L10649,30133,Closed-Lost,Jose Brown,2011-04-20,2011-07-08,2011-07-18
O20394,L10651,21742,Closed-Won,Christian Watson,2011-05-02,2011-06-03,2011-06-14
O20395,L10652,107279,Closed-Lost,Glenn Preston,2011-04-25,2011-07-17,2011-07-25
O20396,L10655,5818,Closed-Lost,Benjamin Moss,2011-05-10,2011-07-25,2011-08-15
O20397,L10658,16576,Closed-Won,Kayla Hudson,2011-05-13,2011-06-30,2011-06-26
O20398,L10659,15787,Closed-Lost,Joseph Jones,2011-04-28,2011-07-26,2011-08-23
O20399,L10661,19433,Closed-Lost,Jeffrey Reynolds,2011-05-02,2011-07-29,2011-08-10
O20400,L10662,927,Closed-Lost,Taylor Walker,2011-05-16,2011-07-17,2011-08-10
O20401,L10663,14386,Closed-Lost,Kevin Weber,2011-05-07,2011-07-16,2011-08-07
O20402,L10664,67077,Closed-Lost,Gabriel Terrell,2011-05-01,2011-07-24,2011-08-15
O20403,L10666,3119,Closed-Won,Sonia Pittman,2011-05-10,2011-07-08,2011-07-25
O20404,L10667,27788,Closed-Won,Roy Ross,2011-05-14,2011-07-15,2011-07-27
O20405,L10671,1264,Closed-Lost,Nathan Taylor,2011-05-17,2011-08-07,2011-08-29
O20406,L10673,42853,Closed-Lost,Tara Rojas,2011-05-10,2011-07-16,2011-07-16
O20407,L10674,134006,Closed-Lost,Nicole Perez,2011-05-22,2011-07-25,2011-07-29
O20408,L10675,9824,Closed-Won,Amanda Richard,2011-05-26,2011-06-15,2011-07-04
O20409,L10677,6936,Closed-Lost,Selena Smith,2011-05-14,2011-07-27,2011-08-15
O20410,L10678,4411,Closed-Lost,Jonathan Anderson,2011-05-27,2011-08-14,2011-08-16
O20411,L10681,59363,Closed-Lost,James Leon,2011-05-31,2011-07-06,2011-07-02
O20412,L10682,1460,Closed-Lost,Judy Torres,2011-05-20,2011-07-13,2011-07-29
O20413,L10683,1454,Closed-Lost,Kevin Frey,2011-05-30,2011-08-02,2011-08-04
O20414,L10684,14891,Closed-Lost,Robert Harrison,2011-05-24,2011-07-27,2011-08-24
O20415,L10686,4358,Closed-Lost,Andrew Beard,2011-05-23,2011-07-04,2011-07-22
O20416,L10689,22053,Closed-Won,Robert Smith,2011-05-27,2011-07-28,2011-07-24
O20417,L10690,1858,Closed-Lost,Martin Allen,2011-06-06,2011-07-05,2011-07-18
O20418,L10692,10108,Closed-Lost,Kimberly White,2011-06-01,2011-06-29,2011-07-28
O20419,L10694,47898,Closed-Lost,Victoria Miller,2011-05-22,2011-08-16,2011-08-31
O20420,L10697,72581,Closed-Lost,Eric Porter,2011-05-25,2011-07-11,2011-07-19
O20421,L10699,8856,Closed-Lost,Joseph Blackburn,2011-06-08,2011-06-30,2011-07-12
O20422,L10701,18950,Closed-Lost,Diana Humphrey,2011-06-11,2011-08-30,2011-09-18
O20423,L10702,5190,Closed-Lost,Angela Spencer,2011-05-30,2011-07-19,2011-07-14
O20424,L10703,22914,Closed-Lost,Jacob Wright,2011-06-14,2011-09-01,2011-09-19
O20425,L10704,758,Closed-Lost,Michele Macdonald,2011-06-06,2011-09-04,2011-09-04
O20426,L10707,979,Closed-Lost,John Hughes,2011-06-17,2011-07-13,2011-07-14
O20427,L10709,35041,Closed-Lost,Matthew Bernard,2011-06-15,2011-08-01,2011-08-04
O20428,L10711,2448,Closed-Lost,Barbara Turner,2011-06-05,2011-07-24,2011-07-30
O20429,L10712,101992,Closed-Lost,Jasmin Sanchez,2011-06-03,2011-08-16,2011-08-13
O20430,L10713,27313,Closed-Won,Tyler Carter,2011-06-20,2011-09-12,2011-09-11
O20431,L10714,4868,Closed-Lost,Angela Mason,2011-06-19,2011-09-16,2011-09-27
O20432,L10715,29850,Closed-Lost,Matthew Novak,2011-06-08,2011-08-22,2011-08-23
O20433,L10718,81154,Closed-Lost,Molly Watson,2011-06-11,2011-09-06,2011-09-18
O20434,L10719,18724,Closed-Won,Janet Hill,2011-06-11,2011-08-13,2011-08-14
O20435,L10721,30978,Closed-Lost,Karla Nelson,2011-06-21,2011-09-15,2011-09-14
O20436,L10722,3766,Closed-Lost,Stanley Pace,2011-06-20,2011-09-10,2011-09-29
O20437,L10724,6726,Closed-Lost,Jenna Bowman,2011-06-30,2011-08-08,2011-09-05
O20438,L10726,3375,Closed-Lost,Debra Ruiz,2011-06-29,2011-09-10,2011-09-17
O20439,L10728,37151,Closed-Lost,Robert Williams,2011-06-26,2011-07-20,2011-08-11
O20440,L10730,5218,Closed-Lost,Janet Peck,2011-06-20,2011-08-04,2011-08-06
O20441,L10732,40009,Closed-Won,Dr. Susan Miles,2011-06-21,2011-07-30,2011-07-29
O20442,L10733,30267,Closed-Lost,Kim Willis,2011-06-18,2011-09-09,2011-09-19
O20443,L10734,2913,Closed-Lost,Anthony Banks,2011-06-26,2011-07-21,2011-07-26
O20444,L10735,4041,Closed-Won,Joseph Wong,2011-06-21,2011-08-27,2011-08-30
O20445,L10736,1826,Closed-Lost,Kelsey Diaz,2011-06-20,2011-09-02,2011-08-31
O20446,L10737,7389,Closed-Lost,Jessica Velazquez,2011-07-05,2011-09-16,2011-10-13
O20447,L10738,927,Closed-Lost,James Davis,2011-06-29,2011-08-15,2011-08-26
O20448,L10742,118828,Closed-Lost,Karen Singh,2011-07-07,2011-07-28,2011-08-23
O20449,L10743,27767,Closed-Lost,Margaret Simmons,2011-07-01,2011-08-28,2011-09-22
O20450,L10744,5722,Closed-Lost,Bill Reed,2011-07-05,2011-08-10,2011-09-08
O20451,L10745,2298,Closed-Lost,Bradley Reed,2011-07-06,2011-08-08,2011-08-26
O20452,L10746,3022,Closed-Lost,Kathy Gonzalez,2011-07-17,2011-10-04,2011-10-13
O20453,L10747,118885,Closed-Lost,April Powell,2011-07-03,2011-09-28,2011-09-25
O20454,L10749,44276,Closed-Lost,Renee Cruz,2011-06-29,2011-08-06,2011-08-01
O20455,L10750,53486,Closed-Lost,Anthony Bennett,2011-06-30,2011-08-16,2011-08-27
O20456,L10752,13846,Closed-Lost,Todd Bowman,2011-07-17,2011-08-14,2011-09-08
O20457,L10754,6588,Closed-Won,Evan Lucas,2011-07-10,2011-09-10,2011-09-28
O20458,L10761,13655,Closed-Won,Donald Thompson,2011-07-14,2011-08-03,2011-07-29
O20459,L10765,113931,Closed-Lost,Brandon Adams,2011-07-19,2011-09-12,2011-10-03
O20460,L10766,22595,Closed-Lost,James Bowen,2011-07-23,2011-08-31,2011-09-29
O20461,L10770,18824,Closed-Won,Sandra Brewer,2011-07-27,2011-10-09,2011-10-12
O20462,L10771,4003,Closed-Lost,Dustin Edwards,2011-07-24,2011-08-24,2011-09-04
O20463,L10772,49444,Closed-Lost,Michael Beard,2011-07-17,2011-09-10,2011-10-08
O20464,L10773,8894,Closed-Lost,Joseph Sims,2011-07-28,2011-09-04,2011-09-22
O20465,L10776,6442,Closed-Lost,Carla Koch,2011-07-30,2011-10-15,2011-11-01
O20466,L10777,28093,Closed-Lost,Matthew Roach,2011-07-31,2011-08-24,2011-08-27
O20467,L10778,10053,Closed-Won,Matthew Diaz,2011-07-26,2011-10-17,2011-10-30
O20468,L10780,16364,Closed-Lost,James Nelson,2011-07-22,2011-09-14,2011-10-12
O20469,L10781,3073,Closed-Lost,Tyler Petersen,2011-08-04,2011-09-01,2011-09-04
O20470,L10782,30554,Closed-Lost,Kenneth Wang,2011-08-08,2011-09-21,2011-09-18
O20471,L10784,88400,Closed-Lost,Tamara Wells,2011-08-03,2011-10-20,2011-10-30
O20472,L10787,41875,Closed-Lost,Barbara Harris,2011-08-01,2011-09-12,2011-10-11
O20473,L10788,3723,Closed-Lost,Daniel Reyes,2011-08-03,2011-10-31,2011-11-27
O20474,L10790,12348,Closed-Lost,Corey Hogan,2011-08-11,2011-11-02,2011-10-31
O20475,L10791,9366,Closed-Lost,Jeffrey Fuentes,2011-08-08,2011-11-03,2011-11-14
O20476,L10792,2439,Closed-Won,Linda Hoffman,2011-07-31,2011-10-28,2011-10-28
O20477,L10794,10404,Closed-Lost,Angela Garcia,2011-08-07,2011-09-21,2011-09-30
O20478,L10796,17168,Closed-Won,Eric Barton,2011-08-15,2011-10-28,2011-11-01
O20479,L10797,33974,Closed-Lost,Michele Hatfield,2011-08-13,2011-10-26,2011-11-22
O20480,L10798,2911,Closed-Lost,William Lindsey,2011-08-11,2011-11-07,2011-12-05
O20481,L10799,31920,Closed-Lost,Jacqueline Lewis,2011-08-23,2011-10-20,2011-11-03
O20482,L10800,76909,Closed-Lost,Nicolas Parsons,2011-08-11,2011-10-10,2011-10-06
O20483,L10801,50961,Closed-Lost,Sean Hall,2011-08-24,2011-10-29,2011-11-10
O20484,L10803,16540,Closed-Lost,Christian Jackson,2011-08-19,2011-09-25,2011-10-03
O20485,L10804,3316,Closed-Lost,Krista Mack,2011-08-24,2011-11-10,2011-11-22
O20486,L10806,5889,Closed-Lost,Emily Rowe,2011-08-30,2011-10-15,2011-10-17
O20487,L10807,11922,Closed-Lost,Christopher Allen,2011-08-25,2011-11-02,2011-11-21
O20488,L10808,5733,Closed-Lost,Gregory Gonzales DDS,2011-08-25,2011-11-05,2011-11-27
O20489,L10809,101116,Closed-Lost,Patricia Pittman,2011-08-20,2011-09-26,2011-10-13
O20490,L10812,6606,Closed-Won,Levi Cline,2011-08-20,2011-09-15,2011-09-21
O20491,L10813,90329,Closed-Lost,Brianna Mitchell,2011-08-28,2011-10-30,2011-11-18
O20492,L10815,5564,Closed-Lost,Zachary Shannon,2011-09-01,2011-11-08,2011-11-20
O20493,L10817,23936,Closed-Lost,Christopher Fisher,2011-08-20,2011-10-20,2011-11-12
O20494,L10818,9377,Closed-Lost,Megan Williams,2011-08-26,2011-11-18,2011-11-14
O20495,L10819,4076,Closed-Lost,John Mclean,2011-08-30,2011-10-30,2011-10-28
O20496,L10820,2209,Closed-Lost,Pamela Collier,2011-08-23,2011-09-14,2011-09-25
O20497,L10822,16315,Closed-Lost,Rachel Andrews,2011-09-05,2011-11-19,2011-12-02
O20498,L10824,99019,Closed-Lost,Micheal Jackson,2011-09-10,2011-10-18,2011-10-24
O20499,L10825,10223,Closed-Lost,Mr. Gabriel Jones,2011-08-26,2011-10-09,2011-10-22
O20500,L10826,5475,Closed-Lost,Danny Harrell,2011-08-25,2011-09-23,2011-10-01
O20501,L10827,12900,Closed-Won,Leslie Kim,2011-09-02,2011-11-22,2011-11-19
O20502,L10828,4688,Closed-Lost,James Rosales,2011-08-25,2011-11-19,2011-11-19
O20503,L10829,26796,Closed-Lost,Laura Washington,2011-09-07,2011-10-10,2011-10-15
O20504,L10830,37682,Closed-Lost,Paul Salazar,2011-09-01,2011-10-07,2011-10-07
O20505,L10831,13228,Closed-Lost,Sarah Martinez,2011-09-13,2011-10-28,2011-11-17
O20506,L10832,8238,Closed-Lost,James Dunn,2011-09-13,2011-10-05,2011-10-29
O20507,L10833,49014,Closed-Won,Jacqueline Castillo,2011-08-31,2011-11-06,2011-11-26
O20508,L10834,3855,Closed-Won,Michael Schaefer,2011-08-29,2011-11-26,2011-11-23
O20509,L10836,15621,Closed-Lost,Jennifer Lopez,2011-08-31,2011-09-30,2011-10-02
O20510,L10839,16070,Closed-Won,Samuel Reese,2011-09-04,2011-11-14,2011-11-23
O20511,L10841,6146,Closed-Lost,Samantha Santana,2011-09-08,2011-12-05,2011-12-04
O20512,L10842,11964,Closed-Lost,Richard Garrett,2011-09-05,2011-10-07,2011-10-30
O20513,L10845,1394,Closed-Won,Lisa Huang,2011-09-08,2011-11-18,2011-11-29
O20514,L10847,1667,Closed-Lost,Diana Schultz,2011-09-11,2011-11-27,2011-11-29
O20515,L10848,19080,Closed-Won,Peter Hernandez,2011-09-23,2011-10-15,2011-10-15
O20516,L10849,34080,Closed-Lost,Matthew Powers,2011-09-14,2011-11-11,2011-11-22
O20517,L10851,9313,Closed-Lost,Tanya Silva,2011-09-25,2011-12-17,2012-01-06
O20518,L10852,137709,Closed-Lost,Kenneth Young,2011-09-26,2011-11-09,2011-12-06
O20519,L10853,29587,Closed-Won,Jennifer Anthony,2011-09-29,2011-12-02,2011-12-04
O20520,L10854,13829,Closed-Lost,Nicholas Cruz,2011-09-25,2011-12-19,2011-12-17
O20521,L10855,5893,Closed-Won,Keith Reilly,2011-09-29,2011-11-02,2011-11-16
O20522,L10856,8248,Closed-Lost,Jamie Cooke,2011-09-30,2011-11-24,2011-11-22
O20523,L10858,2877,Closed-Won,Martin Stevenson,2011-09-23,2011-12-17,2011-12-24
O20524,L10859,18433,Closed-Won,Kendra Ali,2011-09-15,2011-10-19,2011-10-28
O20525,L10862,28984,Closed-Won,Robert Schmidt,2011-09-30,2011-12-06,2011-11-30
O20526,L10863,21729,Closed-Lost,Nathaniel Robertson,2011-09-25,2011-11-22,2011-11-19
O20527,L10864,37247,Closed-Lost,Steve Oneill,2011-09-28,2011-12-22,2011-12-24
O20528,L10865,26853,Closed-Lost,Yolanda Dixon,2011-10-03,2011-11-10,2011-11-19
O20529,L10867,12375,Closed-Lost,Derrick Webster,2011-10-03,2011-11-09,2011-11-30
O20530,L10868,773,Closed-Lost,Traci Fisher,2011-10-01,2011-12-10,2011-12-25
O20531,L10869,6515,Closed-Lost,James Mendoza,2011-09-23,2011-11-28,2011-12-01
O20532,L10870,35717,Closed-Lost,Matthew Mccarthy,2011-10-07,2011-11-11,2011-11-10
O20533,L10872,15251,Closed-Lost,Charlene Hernandez,2011-09-27,2011-11-19,2011-12-19
O20534,L10873,5771,Closed-Lost,Heather Silva,2011-09-27,2011-11-23,2011-12-17
O20535,L10874,23631,Closed-Lost,Stephen Jones,2011-10-10,2011-12-08,2011-12-05
O20536,L10875,1258,Closed-Lost,Angela Jones,2011-10-07,2012-01-03,2012-02-01
O20537,L10876,6137,Closed-Lost,Tiffany Vargas,2011-10-06,2011-12-13,2012-01-06
O20538,L10879,32350,Closed-Lost,Timothy Davis,2011-10-06,2011-12-30,2012-01-21
O20539,L10880,1370,Closed-Lost,Kristine Black,2011-10-10,2011-12-04,2012-01-03
O20540,L10881,10354,Closed-Lost,Chelsea Maldonado,2011-10-12,2011-11-14,2011-12-06
O20541,L10883,12153,Closed-Lost,Patricia Peterson,2011-10-22,2011-12-31,2012-01-24
O20542,L10884,69873,Closed-Won,Jackie Smith,2011-10-23,2011-12-24,2011-12-20
O20543,L10888,175788,Closed-Lost,Christopher Moss,2011-10-10,2011-11-28,2011-11-29
O20544,L10889,3578,Closed-Lost,Heather Johnson,2011-10-26,2011-12-24,2012-01-04
O20545,L10890,19771,Closed-Lost,Drew Reid,2011-10-26,2011-12-15,2012-01-10
O20546,L10892,6425,Closed-Lost,Mike Moran,2011-10-22,2011-11-30,2011-12-18
O20547,L10893,3811,Closed-Lost,Joseph Johnson,2011-10-14,2012-01-01,2012-01-25
O20548,L10895,35317,Closed-Lost,Michele Manning,2011-10-29,2012-01-24,2012-01-27
O20549,L10896,4606,Closed-Lost,Jennifer Graham,2011-10-13,2012-01-08,2012-02-07
O20550,L10897,60987,Closed-Lost,Jacob Richards,2011-10-13,2011-12-09,2011-12-13
O20551,L10898,10713,Closed-Lost,Annette Rice,2011-10-27,2011-12-24,2011-12-20
O20552,L10899,5655,Closed-Lost,Brian Spencer,2011-10-19,2011-11-29,2011-12-11
O20553,L10900,3404,Closed-Lost,Jacob Bates,2011-10-20,2011-11-09,2011-11-20
O20554,L10901,10703,Closed-Lost,Jason Abbott,2011-10-23,2012-01-17,2012-02-06
O20555,L10902,78061,Closed-Lost,Robert Garrett,2011-10-30,2011-12-17,2011-12-23
O20556,L10903,145236,Closed-Lost,Lauren Best,2011-11-03,2011-12-04,2011-12-11
O20557,L10905,37255,Closed-Lost,Andrew Rodriguez,2011-10-23,2012-01-18,2012-02-14
O20558,L10906,26371,Closed-Lost,Nicole Nguyen,2011-10-24,2011-12-24,2012-01-04
O20559,L10907,4820,Closed-Lost,Kevin Anderson,2011-11-04,2011-11-25,2011-12-01
O20560,L10909,9476,Closed-Lost,Christopher Cox,2011-11-02,2011-12-03,2011-12-30
O20561,L10910,11620,Closed-Lost,Brenda Brown,2011-10-27,2011-11-24,2011-12-16
O20562,L10918,27701,Closed-Lost,Jennifer Garcia,2011-11-13,2012-01-08,2012-01-17
O20563,L10919,19987,Closed-Lost,Michael Santos,2011-11-12,2011-12-11,2011-12-15
O20564,L10923,256357,Closed-Lost,Francisco Rodriguez,2011-11-07,2012-01-18,2012-02-09
O20565,L10924,80061,Closed-Won,Brittany James,2011-11-07,2011-12-24,2012-01-06
O20566,L10925,31275,Closed-Lost,Corey James,2011-11-15,2012-01-22,2012-02-14
O20567,L10927,17900,Closed-Lost,Courtney Johnson,2011-11-07,2011-12-06,2011-12-11
O20568,L10931,12270,Closed-Lost,Jennifer Horn,2011-11-08,2011-12-08,2012-01-07
O20569,L10932,7848,Closed-Lost,Lauren Cooper,2011-11-22,2012-01-25,2012-01-26
O20570,L10934,39022,Closed-Won,Adam Beard,2011-11-14,2011-12-15,2012-01-01
O20571,L10935,9909,Closed-Lost,Linda Rosales,2011-11-28,2011-12-26,2012-01-02
